Booking number,Booking Date,Status,Check-in date,Check-out date,nights,Price per night without tax,Rent with VAT on top,Rent without VAT,Extras with VAT on top,Extras without VAT,Booking total with tax,Booking total without tax,Total tax,Paid,Adults,Children,Babies,Accommodation name,Property ID,Building,City,Portal / Agent,Website of origin,Booking window,Check-in Month,Season,Check-in Day,Weekend
TEST177,2022-06-21,Confirmed,2022-06-22,2022-06-30,8.0,174.94,1399.5,1399.5,65.0,65.0,1464.5,1464.5,0.0,1464.5,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,6,Medium,Wednesday,False
TEST178,2022-06-11,Confirmed,2022-07-07,2022-07-12,5.0,289.4,1447.0,1447.0,65.0,65.0,1542.0,1512.0,30.0,1761.0,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,26,7,Medium,Thursday,False
TEST178,2022-06-11,Confirmed,2022-07-07,2022-07-12,5.0,289.4,1447.0,1447.0,65.0,65.0,1542.0,1512.0,30.0,1761.0,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,26,7,Medium,Thursday,False
TEST179,2022-06-06,Confirmed,2022-06-07,2022-06-09,2.0,181.17,362.34,362.34,65.0,65.0,433.34,427.34,6.0,433.34,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,1,6,Medium,Tuesday,False
TEST180,2022-06-04,Confirmed,2022-06-09,2022-06-15,6.0,535.5,3213.0,3213.0,65.0,65.0,3320.0,3278.0,42.0,3320.0,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,5,6,Medium,Thursday,False
TEST181,2022-05-30,Confirmed,2022-06-30,2022-07-04,4.0,258.08,1032.3,1032.3,65.0,65.0,1117.3,1097.3,20.0,1117.3,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,31,6,Medium,Thursday,False
TEST182,2022-05-24,Confirmed,2022-06-15,2022-06-22,7.0,273.99,1917.95,1917.95,65.0,65.0,2031.95,1982.95,49.0,2031.95,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,22,6,Medium,Wednesday,False
TEST183,2022-05-07,Confirmed,2022-06-03,2022-06-07,4.0,570.15,2280.6,2280.6,65.0,65.0,2369.6,2345.6,24.0,2369.6,1,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,27,6,Medium,Friday,False
TEST184,2022-05-06,Confirmed,2022-05-19,2022-05-22,3.0,644.16,1932.48,1932.48,65.0,65.0,2018.48,1997.48,21.0,2018.48,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,13,5,Medium,Thursday,False
TEST185,2022-05-05,Confirmed,2022-05-27,2022-06-01,5.0,250.76,1253.8,1253.8,65.0,65.0,1353.8,1318.8,35.0,1353.8,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,22,5,Medium,Friday,False
TEST186,2022-05-03,Confirmed,2022-05-24,2022-05-27,3.0,98.67,296.0,296.0,127.16,127.16,435.16,423.16,12.0,435.16,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,21,5,Medium,Tuesday,False
TEST187,2022-05-01,Confirmed,2022-05-09,2022-05-14,5.0,321.86,1609.3,1609.3,80.0,80.0,1719.3,1689.3,30.0,1719.3,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,8,5,Medium,Monday,False
TEST188,2022-04-29,Confirmed,2022-04-29,2022-05-06,7.0,221.01,1547.1,1547.1,65.0,65.0,1626.1,1612.1,14.0,1626.1,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,4,Medium,Friday,False
TEST189,2022-04-25,Confirmed,2022-04-25,2022-04-29,4.0,209.83,839.3,839.3,65.0,65.0,912.3,904.3,8.0,912.3,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,4,Medium,Monday,False
TEST190,2022-04-15,Confirmed,2022-05-06,2022-05-09,3.0,243.1,729.3,729.3,65.0,65.0,812.3,794.3,18.0,812.3,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,21,5,Medium,Friday,False
TEST191,2022-04-12,Confirmed,2022-04-14,2022-04-16,2.0,610.0,1220.0,1220.0,65.0,65.0,1293.0,1285.0,8.0,1293.0,4,3,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,2,4,Medium,Thursday,False
TEST192,2022-04-08,Confirmed,2022-05-15,2022-05-18,3.0,169.5,508.5,508.5,65.0,65.0,582.5,573.5,9.0,582.5,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,37,5,Medium,Sunday,True
TEST193,2022-03-25,Confirmed,2022-03-28,2022-03-30,2.0,108.0,216.0,216.0,65.0,65.0,287.0,281.0,6.0,287.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,3,3,Low,Monday,False
TEST194,2022-03-19,Confirmed,2022-03-21,2022-03-28,7.0,131.27,918.9,918.9,65.0,65.0,983.9,983.9,0.0,983.9,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,2,3,Low,Monday,False
TEST195,2022-03-18,Confirmed,2022-04-07,2022-04-10,3.0,269.0,807.0,807.0,65.0,65.0,893.0,872.0,21.0,893.0,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,20,4,Medium,Thursday,False
TEST196,2022-03-15,Confirmed,2022-04-10,2022-04-13,3.0,191.7,575.1,575.1,65.0,65.0,652.1,640.1,12.0,652.1,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,26,4,Medium,Sunday,True
TEST197,2022-03-13,Paid,2022-04-17,2022-04-22,5.0,198.0,990.0,990.0,65.0,65.0,1075.0,1055.0,20.0,1075.0,4,3,0,Test home 1,123456,Test Modern apartments,Madrid,Homeaway.com,www.vrbo.com,35,4,Medium,Sunday,True
TEST198,2022-03-13,Confirmed,2022-04-22,2022-04-25,3.0,196.9,590.7,590.7,65.0,65.0,673.7,655.7,18.0,673.7,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,40,4,Medium,Friday,False
TEST199,2022-03-09,Confirmed,2022-03-30,2022-04-06,7.0,147.65,1033.56,1033.56,65.0,65.0,1133.56,1098.56,35.0,1133.56,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,21,3,Low,Wednesday,False
TEST200,2022-03-06,Paid,2022-03-07,2022-03-09,2.0,74.25,148.5,148.5,65.0,65.0,217.5,213.5,4.0,217.5,2,4,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,1,3,Low,Monday,False
TEST201,2022-03-05,Confirmed,2022-03-13,2022-03-20,7.0,146.38,1024.65,1024.65,65.0,65.0,1117.65,1089.65,28.0,1117.65,2,5,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,8,3,Low,Sunday,True
TEST202,2022-02-21,Confirmed,2022-02-22,2022-02-24,2.0,87.0,174.0,174.0,65.0,65.0,251.0,239.0,12.0,251.0,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,2,Low,Tuesday,False
TEST203,2022-02-15,Confirmed,2022-03-04,2022-03-07,3.0,151.8,455.4,455.4,65.0,65.0,538.4,520.4,18.0,538.4,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,17,3,Low,Friday,False
TEST204,2022-02-11,Confirmed,2022-03-10,2022-03-13,3.0,128.3,384.91,384.91,65.0,65.0,467.91,449.91,18.0,467.91,4,3,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,27,3,Low,Thursday,False
TEST205,2022-02-11,Confirmed,2022-02-27,2022-03-03,4.0,216.07,864.28,864.28,246.5,246.5,1118.78,1110.78,8.0,1118.78,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,16,2,Low,Sunday,True
TEST206,2022-02-03,Confirmed,2022-02-03,2022-02-05,2.0,65.49,130.98,130.98,65.0,65.0,203.98,195.98,8.0,203.98,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,2,Low,Thursday,False
TEST207,2022-01-31,Confirmed,2022-02-05,2022-02-07,2.0,86.5,173.0,173.0,65.0,65.0,248.0,238.0,10.0,248.0,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,5,2,Low,Saturday,True
TEST208,2022-01-26,Confirmed,2022-01-28,2022-01-30,2.0,86.0,172.0,172.0,65.0,65.0,247.0,237.0,10.0,247.0,5,1,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,2,1,Low,Friday,False
TEST209,2022-01-18,Confirmed,2022-02-16,2022-02-22,6.0,77.25,463.5,463.5,65.0,65.0,553.5,528.5,25.0,553.5,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,29,2,Low,Wednesday,False
TEST210,2022-01-14,Confirmed,2022-02-09,2022-02-13,4.0,74.7,298.8,298.8,65.0,65.0,383.8,363.8,20.0,383.8,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,26,2,Low,Wednesday,False
TEST211,2022-01-11,Confirmed,2022-01-14,2022-01-28,14.0,67.64,947.0,947.0,65.0,65.0,1040.0,1012.0,28.0,1040.0,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,Muchosol,www.muchosol.es,3,1,Low,Friday,False
TEST212,2022-01-08,Confirmed,2022-01-09,2022-01-10,1.0,62.0,62.0,62.0,0.0,0.0,65.0,62.0,3.0,65.0,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Direct Booking,Direct,1,1,Low,Sunday,True
TEST213,2022-01-07,Confirmed,2022-01-07,2022-01-09,2.0,76.79,153.58,153.58,65.0,65.0,228.58,218.58,10.0,228.58,3,4,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,1,Low,Friday,False
TEST214,2021-12-27,Confirmed,2021-12-27,2021-12-30,3.0,133.81,401.44,401.44,65.0,65.0,475.44,466.44,9.0,475.44,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,12,Medium,Monday,False
TEST215,2021-12-10,Confirmed,2021-12-13,2021-12-17,4.0,65.09,260.36,260.36,119.68,119.68,392.04,380.04,12.0,392.04,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,3,12,Medium,Monday,False
TEST216,2021-12-07,Confirmed,2021-12-17,2021-12-20,3.0,104.04,312.12,312.12,65.0,65.0,392.12,377.12,15.0,392.12,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,10,12,Medium,Friday,False
TEST217,2021-12-05,Confirmed,2021-12-05,2021-12-07,2.0,94.53,189.05,189.05,65.0,65.0,258.05,254.05,4.0,258.05,2,3,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,0,12,Medium,Sunday,True
TEST218,2021-11-25,Confirmed,2021-12-10,2021-12-13,3.0,78.93,236.79,236.79,0.0,0.0,254.79,236.79,18.0,254.79,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Expedia.es,www.expedia.es,15,12,Medium,Friday,False
TEST219,2021-11-25,Confirmed,2021-12-20,2021-12-24,4.0,99.45,397.8,397.8,65.0,65.0,482.8,462.8,20.0,482.8,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,25,12,Medium,Monday,False
TEST220,2021-11-24,Confirmed,2021-11-24,2021-11-26,2.0,75.5,151.0,151.0,65.0,65.0,231.2,216.0,15.2,231.2,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,0,11,Medium,Wednesday,False
TEST221,2021-11-16,Confirmed,2021-11-17,2021-11-21,4.0,92.75,371.0,371.0,65.0,65.0,452.0,436.0,16.0,444.0,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,11,Medium,Wednesday,False
TEST222,2021-11-12,Confirmed,2021-11-14,2021-11-17,3.0,80.35,241.06,241.06,65.0,65.0,315.06,306.06,9.0,315.06,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,2,11,Medium,Sunday,True
TEST223,2021-11-07,Confirmed,2021-12-30,2022-01-06,7.0,193.82,1356.75,1356.75,65.0,65.0,1456.75,1421.75,35.0,1456.75,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,53,12,Medium,Thursday,False
TEST224,2021-11-07,Confirmed,2021-11-07,2021-11-11,4.0,87.0,348.0,348.0,65.0,65.0,433.0,413.0,20.0,413.0,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,11,Medium,Sunday,True
TEST225,2021-11-05,Confirmed,2021-11-11,2021-11-14,3.0,122.1,366.3,366.3,50.0,50.0,428.3,416.3,12.0,422.3,4,1,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,6,11,Medium,Thursday,False
TEST226,2021-10-29,Confirmed,2021-11-03,2021-11-07,4.0,128.7,514.8,514.8,68.0,68.0,582.8,582.8,0.0,582.8,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,5,11,Medium,Wednesday,False
TEST227,2021-10-26,Confirmed,2021-10-26,2021-10-29,3.0,95.9,287.71,287.71,121.22,121.22,408.93,408.93,0.0,408.93,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,10,High,Tuesday,False
TEST228,2021-10-25,Confirmed,2021-11-26,2021-11-30,4.0,119.9,479.6,479.6,50.0,50.0,557.6,529.6,28.0,543.6,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,32,11,Medium,Friday,False
TEST229,2021-10-12,Confirmed,2021-10-15,2021-10-20,5.0,133.2,666.0,666.0,129.5,129.5,795.5,795.5,0.0,795.5,1,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,3,10,High,Friday,False
TEST230,2021-10-10,Confirmed,2021-10-21,2021-10-26,5.0,160.4,802.0,802.0,81.5,81.5,883.5,883.5,0.0,883.5,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,11,10,High,Thursday,False
TEST231,2021-10-04,Confirmed,2021-10-29,2021-11-01,3.0,172.3,516.9,516.9,66.2,66.2,583.1,583.1,0.0,583.1,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,25,10,High,Friday,False
TEST232,2021-09-30,Confirmed,2021-10-08,2021-10-12,4.0,150.5,602.0,602.0,75.2,75.2,677.2,677.2,0.0,677.2,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,8,10,High,Friday,False
TEST233,2021-09-23,Confirmed,2021-09-24,2021-10-06,12.0,101.01,1212.15,1212.15,81.5,81.5,1293.65,1293.65,0.0,1293.65,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,1,9,High,Friday,False
TEST233,2021-09-23,Confirmed,2021-09-24,2021-10-06,12.0,101.01,1212.15,1212.15,81.5,81.5,1293.65,1293.65,0.0,1293.65,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,1,9,High,Friday,False
TEST234,2021-09-22,Confirmed,2021-09-22,2021-09-24,2.0,65.28,130.56,130.56,53.6,53.6,184.16,184.16,0.0,184.16,2,3,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,9,High,Wednesday,False
TEST235,2021-09-13,Confirmed,2021-09-13,2021-09-17,4.0,83.74,334.97,334.97,50.0,50.0,384.97,384.97,0.0,384.97,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,9,High,Monday,False
TEST236,2021-09-11,Confirmed,2021-09-17,2021-09-19,2.0,153.12,306.24,306.24,59.0,59.0,365.24,365.24,0.0,365.24,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,6,9,High,Friday,False
TEST237,2021-09-02,Confirmed,2021-09-04,2021-09-11,7.0,79.67,557.72,557.72,75.2,75.2,632.92,632.92,0.0,632.92,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,2,9,High,Saturday,True
TEST238,2021-08-27,Confirmed,2021-08-27,2021-08-29,2.0,160.8,321.6,321.6,59.0,59.0,380.6,380.6,0.0,371.6,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,8,High,Friday,False
TEST239,2021-08-24,Confirmed,2021-08-24,2021-08-27,3.0,100.56,301.68,301.68,63.5,63.5,365.18,365.18,0.0,351.68,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,8,High,Tuesday,False
TEST240,2021-08-19,Confirmed,2021-08-20,2021-08-22,2.0,207.36,414.72,414.72,62.6,62.6,477.32,477.32,0.0,477.32,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,8,High,Friday,False
TEST241,2021-08-13,Confirmed,2021-08-15,2021-08-20,5.0,138.82,694.08,694.08,77.0,77.0,771.08,771.08,0.0,771.08,6,1,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,2,8,High,Sunday,True
TEST242,2021-08-05,Confirmed,2021-08-07,2021-08-13,6.0,191.36,1148.16,1148.16,87.8,87.8,1235.96,1235.96,0.0,1235.96,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,2,8,High,Saturday,True
TEST243,2021-07-16,Confirmed,2021-07-17,2021-07-19,2.0,179.54,359.08,359.08,60.8,60.8,419.88,419.88,0.0,419.88,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,1,7,Medium,Saturday,True
TEST244,2021-07-09,Confirmed,2021-07-29,2021-08-06,8.0,238.26,1906.06,1906.06,50.0,50.0,1956.06,1956.06,0.0,1956.06,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,20,7,Medium,Thursday,False
TEST245,2021-07-02,Confirmed,2021-07-05,2021-07-09,4.0,78.48,313.93,313.93,21.6,21.6,335.53,335.53,0.0,335.53,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Expedia.es,www.expedia.es,3,7,Medium,Monday,False
TEST246,2021-07-01,Confirmed,2021-07-11,2021-07-15,4.0,132.48,529.92,529.92,71.6,71.6,601.52,601.52,0.0,589.92,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,10,7,Medium,Sunday,True
TEST247,2021-07-01,Confirmed,2021-07-21,2021-07-29,8.0,177.04,1416.35,1416.35,94.1,94.1,1510.45,1510.45,0.0,1510.45,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,20,7,Medium,Wednesday,False
TEST248,2021-06-19,Confirmed,2021-06-20,2021-06-26,6.0,104.33,626.0,626.0,77.0,77.0,703.0,703.0,0.0,703.0,5,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,6,Medium,Sunday,True
TEST249,2021-06-14,Confirmed,2021-06-15,2021-06-19,4.0,95.28,381.12,381.12,71.6,71.6,452.72,452.72,0.0,441.12,6,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,1,6,Medium,Tuesday,False
TEST250,2021-06-11,Confirmed,2021-06-13,2021-06-15,2.0,75.84,151.68,151.68,57.2,57.2,208.88,208.88,0.0,206.18,4,2,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,2,6,Medium,Sunday,True
TEST251,2021-06-07,Confirmed,2021-06-07,2021-06-11,4.0,115.92,463.68,463.68,63.5,63.5,527.18,527.18,0.0,513.68,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,6,Medium,Monday,False
TEST253,2021-05-30,Confirmed,2021-06-04,2021-06-06,2.0,103.68,207.36,207.36,52.2,52.2,259.56,259.56,0.0,259.56,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,5,6,Medium,Friday,False
TEST254,2021-05-19,Confirmed,2021-05-22,2021-05-24,2.0,126.5,253.0,253.0,62.6,62.6,315.6,315.6,0.0,315.6,7,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,3,5,Medium,Saturday,True
TEST255,2021-05-06,Confirmed,2021-05-07,2021-05-21,14.0,76.42,1069.85,1069.85,299.87,299.87,1369.72,1369.72,0.0,1369.72,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,1,5,Medium,Friday,False
TEST256,2021-04-23,Confirmed,2021-04-26,2021-04-30,4.0,51.6,206.4,206.4,100.54,100.54,306.94,306.94,0.0,306.94,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,3,4,Medium,Monday,False
TEST257,2021-04-05,Confirmed,2021-04-05,2021-04-09,4.0,75.6,302.4,302.4,124.3,124.3,426.7,426.7,0.0,426.7,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,4,Medium,Monday,False
TEST258,2021-04-01,Confirmed,2021-04-01,2021-04-02,1.0,101.0,101.0,101.0,0.0,0.0,101.0,101.0,0.0,101.0,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,Direct Booking,Direct,0,4,Medium,Thursday,False
TEST259,2021-03-22,Confirmed,2021-03-23,2021-04-01,9.0,61.67,555.0,555.0,0.0,0.0,555.0,555.0,0.0,555.0,1,0,0,Test home 1,123456,Test Modern apartments,Madrid,Direct Booking,Direct,1,3,Low,Tuesday,False
TEST260,2021-03-16,Confirmed,2021-03-16,2021-03-23,7.0,46.04,322.27,322.27,125.28,125.28,447.55,447.55,0.0,447.55,2,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,0,3,Low,Tuesday,False
TEST261,2021-03-10,Confirmed,2021-03-10,2021-03-12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,0,3,Low,Wednesday,False
TEST262,2021-03-09,Confirmed,2021-03-12,2021-03-15,3.0,71.0,213.0,213.0,58.1,58.1,271.1,271.1,0.0,265.7,3,0,0,Test home 1,123456,Test Modern apartments,Madrid,booking.com,www.booking.com,3,3,Low,Friday,False
TEST263,2021-02-09,Confirmed,2021-02-09,2021-03-09,28.0,50.38,1410.5,1410.5,56.3,56.3,1466.8,1466.8,0.0,1460.5,1,0,0,Test home 1,123456,Test Modern apartments,Madrid,Airbnb.com,www.airbnb.com,0,2,Low,Tuesday,False
TEST264,2021-02-06,Confirmed,2021-02-06,2021-02-08,2.0,71.5,143.0,143.0,57.2,57.2,200.2,200.2,0.0,200.2,4,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,0,2,Low,Saturday,True
TEST265,2021-01-29,Confirmed,2021-01-30,2021-02-02,3.0,64.92,194.75,194.75,252.7,252.7,447.45,447.45,0.0,447.45,1,0,0,Test home 1,123456,Test Modern apartments,Madrid,Olalahomes.com,www.olalahomes.com,1,1,Low,Saturday,True
